Number,Short description,Assignment Group,Ticket Type,First Assignment Group,Additional comments (end-user view),Work notes (internal view)
INC0010041,New client account setup delayed,Risk & Compliance Ops,Defect,Risk & Compliance Ops,"10-07-2026 05:05:52 - Linda Cox (Additional comments (end-user view))
I'm still not happy - the wifi access point is still broken and I've been ignored for too long.

09-07-2026 23:11:52 - Linda Cox (Additional comments (end-user view))
I'm not happy about how long the wifi access point has been an issue. This is urgent.","10-07-2026 05:40:52 - Wei Zhang (Work notes (internal view))
Workaround provided for the wifi access point but underlying issue remains unresolved.

10-07-2026 02:15:52 - Wei Zhang (Work notes (internal view))
Issue with the wifi access point is more complex than expected; still working on it.

09-07-2026 23:36:52 - Wei Zhang (Work notes (internal view))
Picked up this ticket. Starting investigation into the wifi access point."
INC0010042,Booking screen unresponsive,Risk & Compliance Ops,Defect,Risk & Compliance Ops,"14-08-2026 10:40:52 - Helena Ruiz (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the email service outage needs to be fixed today.

14-08-2026 06:11:52 - Helena Ruiz (Additional comments (end-user view))
I'm not happy about how long the email service outage has been an issue. This is urgent.","14-08-2026 12:26:52 - Kenji Watanabe (Work notes (internal view))
Workaround provided for the email service outage but underlying issue remains unresolved.

14-08-2026 08:18:52 - Kenji Watanabe (Work notes (internal view))
Issue with the email service outage is more complex than expected; still working on it.

14-08-2026 06:47:52 - Kenji Watanabe (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the email service outage."
INC0010043,Risk calculation timeout,Risk & Compliance Ops,Defect,Risk & Compliance Ops,"13-08-2026 08:20:52 - Tommy Gore (Additional comments (end-user view))
Okay, please keep me posted on the wifi access point.

13-08-2026 03:11:52 - Tommy Gore (Additional comments (end-user view))
Hello, I'm having an issue with the wifi access point. Please advise.","13-08-2026 10:05:52 - Kenji Watanabe (Work notes (internal view))
Update applied for the wifi access point. Awaiting user confirmation before closing.

13-08-2026 04:53:52 - Kenji Watanabe (Work notes (internal view))
Gathering more details on the wifi access point before proceeding.

13-08-2026 03:24:52 - Kenji Watanabe (Work notes (internal view))
Acknowledged the request. Reviewing the wifi access point now and will update shortly."
INC0010044,Role permissions incorrect,Payments L2 Support,Incident,Payments L2 Support,"04-08-2026 06:23:52 - Andrew Chen (Additional comments (end-user view))
Okay, please keep me posted on the instance upgrade.

04-08-2026 00:11:52 - Andrew Chen (Additional comments (end-user view))
Hi team, requesting assistance with the instance upgrade.","04-08-2026 08:15:52 - Noah Williams (Work notes (internal view))
Change implemented for the instance upgrade. Monitoring for 24 hours before closure.

04-08-2026 02:36:52 - Noah Williams (Work notes (internal view))
Gathering more details on the instance upgrade before proceeding.

04-08-2026 00:19:52 - Noah Williams (Work notes (internal view))
Acknowledged the request. Reviewing the instance upgrade now and will update shortly."
INC0010045,Payment gateway timeout,Payments L2 Support,Defect,Payments L2 Support,"30-08-2026 08:13:52 - Helena Ruiz (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

30-08-2026 02:11:52 - Helena Ruiz (Additional comments (end-user view))
Hello, I need help with the laptop connectivity issue. Not urgent, just checking in.","30-08-2026 09:02:52 - Carlos Mendes (Work notes (internal view))
Fix deployed and verified for the laptop connectivity issue. User confirmed satisfied. Marking resolved.

30-08-2026 05:39:52 - Carlos Mendes (Work notes (internal view))
Root cause identified quickly. Applying the fix for the laptop connectivity issue now.

30-08-2026 02:50:52 - Carlos Mendes (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the laptop connectivity issue."
INC0010046,Recon job failed overnight,Core Banking L3,Service Request,Core Banking L3,"29-08-2026 04:38:52 - Helena Ruiz (Additional comments (end-user view))
Okay, please keep me posted on the network latency.

29-08-2026 01:11:52 - Helena Ruiz (Additional comments (end-user view))
Hi team, requesting assistance with the network latency.","29-08-2026 05:03:52 - Chloe Martin (Work notes (internal view))
Change implemented for the network latency. Monitoring for 24 hours before closure.

29-08-2026 02:28:52 - Chloe Martin (Work notes (internal view))
Investigation in progress on the network latency. Will provide an update within SLA.

29-08-2026 01:26:52 - Chloe Martin (Work notes (internal view))
Picked up this ticket. Starting investigation into the network latency."
INC0010047,Payment batch failed to post,Access Management Team,Service Request,Access Management Team,"06-07-2026 03:58:52 - Linda Cox (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

05-07-2026 23:11:52 - Linda Cox (Additional comments (end-user view))
Hello, I need help with the email service outage. Not urgent, just checking in.","06-07-2026 04:48:52 - Omar Siddiqui (Work notes (internal view))
Fix deployed and verified for the email service outage. User confirmed satisfied. Marking resolved.

06-07-2026 02:02:52 - Omar Siddiqui (Work notes (internal view))
Found a straightforward fix for the email service outage. Deploying shortly.

05-07-2026 23:36:52 - Omar Siddiqui (Work notes (internal view))
Acknowledged the request. Reviewing the email service outage now and will update shortly."
INC0010048,Recon job failed overnight,Core Banking L3,Incident,Core Banking L3,"08-07-2026 16:35:52 - David Kim (Additional comments (end-user view))
Okay, please keep me posted on the software license renewal.

08-07-2026 11:11:52 - David Kim (Additional comments (end-user view))
Good day, raising this ticket regarding the software license renewal.","08-07-2026 18:26:52 - Nadia Rahman (Work notes (internal view))
Update applied for the software license renewal. Awaiting user confirmation before closing.

08-07-2026 12:46:52 - Nadia Rahman (Work notes (internal view))
Investigation in progress on the software license renewal. Will provide an update within SLA.

08-07-2026 11:19:52 - Nadia Rahman (Work notes (internal view))
Picked up this ticket. Starting investigation into the software license renewal."
INC0010049,SWIFT message rejected,L1 Service Desk,Incident,L1 Service Desk,"18-08-2026 17:14:52 - Tommy Gore (Additional comments (end-user view))
I'm still not happy - the password reset request is still broken and I've been ignored for too long.

18-08-2026 13:11:52 - Tommy Gore (Additional comments (end-user view))
Hi, this is the second time I'm reporting the password reset request. It's really frustrating.","18-08-2026 19:07:52 - Mei Tan (Work notes (internal view))
Workaround provided for the password reset request but underlying issue remains unresolved.

18-08-2026 14:45:52 - Mei Tan (Work notes (internal view))
Investigation delayed due to dependency on another team for the password reset request.

18-08-2026 13:46:52 - Mei Tan (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the password reset request."
INC0010050,KYC document upload failing,Core Banking L3,Service Request,Billing Support,"22-07-2026 21:12:52 - Linda Cox (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the software license renewal has been broken for far too long.

22-07-2026 18:11:52 - Linda Cox (Additional comments (end-user view))
This is unacceptable - the software license renewal has failed again and I've been waiting for days.","22-07-2026 22:17:52 - Omar Siddiqui (Work notes (internal view))
Multiple failed attempts to resolve the software license renewal. User is angry and has requested management escalation.

22-07-2026 19:23:52 - Omar Siddiqui (Work notes (internal view))
Ticket was reassigned twice due to unclear ownership of the software license renewal. Escalating internally.

22-07-2026 18:26:52 - Omar Siddiqui (Work notes (internal view))
Picked up this ticket. Starting investigation into the software license renewal."
INC0010051,Settlement date mismatch,Risk & Compliance Ops,Incident,Risk & Compliance Ops,"16-07-2026 20:49:52 - Nadia Farouk (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

16-07-2026 17:11:52 - Nadia Farouk (Additional comments (end-user view))
Hello, I need help with the software license renewal. Not urgent, just checking in.","16-07-2026 22:28:52 - James Cole (Work notes (internal view))
Fix deployed and verified for the software license renewal. User confirmed satisfied. Marking resolved.

16-07-2026 18:03:52 - James Cole (Work notes (internal view))
Found a straightforward fix for the software license renewal. Deploying shortly.

16-07-2026 17:23:52 - James Cole (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the software license renewal."
INC0010052,Compliance check flagged false positive,L1 Service Desk,Incident,L1 Service Desk,"28-07-2026 22:55:52 - Andrew Chen (Additional comments (end-user view))
Okay, please keep me posted on the laptop connectivity issue.

28-07-2026 17:11:52 - Andrew Chen (Additional comments (end-user view))
Hi team, requesting assistance with the laptop connectivity issue.","29-07-2026 00:05:52 - Chloe Martin (Work notes (internal view))
Update applied for the laptop connectivity issue. Awaiting user confirmation before closing.

28-07-2026 19:24:52 - Chloe Martin (Work notes (internal view))
Gathering more details on the laptop connectivity issue before proceeding.

28-07-2026 17:22:52 - Chloe Martin (Work notes (internal view))
Picked up this ticket. Starting investigation into the laptop connectivity issue."
